seq,first,last,age,street,city,state,zip,dollar,pick,date
1544,Chad,McBride,37,Gensu Loop,Jubulmum,SC,45722,$1260.43,BLUE,01/04/1921
1545,Florence,Foster,58,Jaso Square,Dohgummu,NH,54708,$7510.04,YELLOW,04/30/2066
1546,Clifford,Logan,35,Cerpu Parkway,Jofirri,TN,05058,$1778.35,RED,03/03/1963
1547,Lula,Cummings,30,Zajso Key,Ajeamna,PA,72572,$48.52,GREEN,08/09/1968
1548,Gertrude,Mitchell,47,Sacot Avenue,Kimabrug,NH,49883,$8199.28,GREEN,12/20/2064
1549,Franklin,Malone,53,Pado Square,Eswilak,NC,43145,$120.21,GREEN,01/21/1958
1550,Lois,Higgins,44,Iparow Glen,Vufutu,VT,26812,$5655.56,RED,09/28/1917
1551,Lida,Ballard,29,Fipal Path,Hohtowe,TN,09361,$6233.30,GREEN,03/16/1966
1552,Andre,Patterson,19,Zabha Extension,Laweewe,TX,14555,$3161.99,BLUE,03/20/2042
1553,Bessie,Fox,56,Owzij Point,Ruhilde,ID,63120,$2304.82,GREEN,11/14/2011
1554,Brett,Flowers,64,Nuewi Junction,Visebi,GA,51620,$1167.39,GREEN,06/29/1948
1555,Anthony,Curry,60,Meir Point,Kubbapfo,NM,88703,$344.57,WHITE,05/09/1924
1556,Frederick,Gonzalez,29,Wukul Parkway,Zivobe,OH,79529,$9230.98,GREEN,12/23/2063
1557,Jimmy,Moore,54,Pewlig Boulevard,Pejesuk,NJ,64074,$5075.18,YELLOW,11/06/1958
1558,Cameron,Doyle,53,Dubgel Road,Cerhehma,OR,76820,$7446.85,WHITE,03/13/1943
1559,Arthur,Burns,30,Pazol Avenue,Zukauhe,WI,27339,$3228.01,YELLOW,10/02/1918
1560,Eunice,Schmidt,45,Safog Mill,Foritel,WA,23113,$664.22,YELLOW,10/12/1913
1561,Joel,Hodges,33,Newzed Highway,Worfodej,OK,19785,$7328.56,YELLOW,10/03/2065
1562,Rebecca,Wise,29,Monu Ridge,Etisaba,NH,04063,$7809.02,GREEN,11/17/2058
1563,Rosa,Burns,45,Tetar Square,Pinujujem,OR,36191,$6826.32,RED,04/11/1963
1564,Susan,Leonard,24,Mocca Grove,Esvituc,AZ,64745,$3201.00,GREEN,08/19/1996
1565,Loretta,Lynch,65,Miif Boulevard,Fitletduv,VT,52374,$1020.16,WHITE,07/22/2004
1566,Landon,Ward,63,Opdeh Pass,Beakecij,TX,72411,$2367.30,YELLOW,11/08/1913
1567,Randall,Bell,61,Haota Plaza,Afpivi,NH,59560,$5362.41,WHITE,04/26/2064
1568,Georgie,Wells,21,Puwa Point,Jehdemle,MA,57969,$1696.80,RED,08/01/2044
1569,Olive,Silva,48,Neeci Drive,Cuvarnac,ME,56630,$8944.41,WHITE,08/03/2064
1570,Nora,Nash,18,Mupa Street,Aprojuvi,OH,01958,$4176.19,YELLOW,04/09/1984
1571,Bertie,Leonard,47,Puoz Square,Itaepowe,LA,34737,$4030.29,GREEN,01/31/1943
1572,Lizzie,Webb,41,Uluko View,Nohapnuc,AZ,31275,$4828.86,BLUE,01/11/1975
1573,Lura,Rogers,56,Uhenuv Place,Ujcoltiw,NJ,72472,$2464.00,GREEN,01/02/2047
1574,Kathryn,Martinez,49,Izoru Trail,Wiwareeme,MN,37176,$7674.86,GREEN,07/21/1948
1575,Antonio,Goodman,35,Tumep Circle,Butedu,NH,05147,$3415.26,BLUE,06/13/1930
1576,Carolyn,Turner,55,Upiive Square,Nipbigi,KY,31030,$6309.82,BLUE,03/13/2007
1577,Flora,James,25,Zejpiv Drive,Viltebtu,NH,27733,$3351.54,WHITE,03/07/1921
1578,Grace,Walsh,39,Ekte Ridge,Wahose,VT,70345,$8086.87,RED,01/23/2051
1579,Jessie,McGuire,28,Amsa Point,Bersefo,FL,70315,$7510.97,RED,12/18/1983
1580,Alex,Lloyd,52,Ogufeg Heights,Wewmubo,AK,07645,$8582.77,RED,07/05/1921
1581,Willie,Hanson,63,Bebad Lane,Sunekwo,MI,38967,$6700.14,WHITE,02/16/2034
1582,Hannah,Buchanan,47,Iftuz Turnpike,Wodumepe,CA,14923,$805.39,RED,03/06/1978
1583,Abbie,Herrera,18,Ahgus Path,Jebpime,MD,94882,$8456.08,RED,01/30/1970
1584,Belle,Lewis,24,Bennuh Place,Vavufi,NY,43945,$4077.39,RED,08/07/2026
1585,Mildred,Holland,52,Vufi Terrace,Etoikudum,ND,35396,$4648.85,YELLOW,12/11/2069
1586,Darrell,Cobb,62,Naehu Park,Ihipogco,CO,52521,$4959.32,RED,06/26/2008
1587,Edgar,Woods,24,Ogate Center,Suzawob,MI,94087,$5086.76,YELLOW,07/02/1957
1588,Bill,Edwards,40,Iwaava Street,Zijulkib,NM,59217,$3792.33,YELLOW,10/15/1959
1589,Chris,Newton,35,Eppuc Highway,Kagnujag,AR,30312,$435.79,YELLOW,05/14/2021
1590,Francis,Barnett,46,Vosho Grove,Hoanema,TX,59064,$4738.14,RED,02/05/1938
1591,Ryan,Hodges,59,Lecbi Point,Dalejhow,NC,17004,$5104.31,YELLOW,11/06/2001
1592,Mattie,Cannon,30,Noiki Square,Nideze,AK,85389,$5622.22,WHITE,02/13/2064
1593,Antonio,Norton,20,Gepawe Avenue,Ivouvima,MT,59482,$9977.80,WHITE,06/19/1960
1594,James,Anderson,55,Tuur Way,Hujueji,ND,39053,$1745.42,GREEN,12/29/1967
1595,Marvin,Soto,60,Amlu Turnpike,Ehejabi,MI,23247,$8836.12,RED,03/28/2058
1596,Virginia,Tran,34,Huma Terrace,Usourwi,WA,59251,$8545.11,RED,12/03/1973
1597,Jacob,Webster,26,Bena Loop,Cuopsof,FL,48331,$2378.08,RED,06/07/1973
1598,Raymond,Powers,46,Bihel Court,Ijrana,AL,29221,$5139.00,GREEN,07/19/1995
1599,Cora,Rowe,33,Acoj Park,Bihune,MO,21089,$4179.64,BLUE,08/19/1963
1600,Lucy,Schultz,50,Arho River,Sedodnuv,OH,91995,$1843.31,RED,05/27/2049
1601,Sallie,Sparks,62,Annew Street,Ubapipa,IN,88298,$745.93,WHITE,05/29/1900
1602,Mamie,Barton,43,Dabak Loop,Foriwat,AK,93154,$5654.55,WHITE,03/01/2062
1603,Gabriel,Chambers,41,Ufuab Terrace,Jawlidar,AK,74521,$1402.98,BLUE,12/29/2054
1604,Addie,Welch,28,Ohore Road,Cilzozo,MS,97572,$1531.82,RED,11/29/1965
1605,Delia,Mann,54,Wikfuf Terrace,Begjana,NJ,80593,$7170.74,BLUE,07/01/1900
1606,Zachary,Abbott,28,Carah Ridge,Hancojnoh,MA,36186,$7676.98,YELLOW,02/25/1944
1607,Jessie,Roberts,33,Afful Loop,Ivkoso,FL,69911,$5849.22,RED,11/07/1908
1608,Cody,Santos,31,Raeg Parkway,Forivab,OH,75908,$4756.69,GREEN,04/03/1958
1609,Joel,Paul,33,Olnug Court,Bidjesve,NE,16479,$769.59,GREEN,11/24/1992
1610,Linnie,Reeves,33,Risjun Pass,Vetvedik,TN,06033,$2136.59,RED,07/21/1919
1611,Lina,Underwood,57,Anior Loop,Ejofeki,SD,69777,$9603.93,RED,08/13/2040
1612,Howard,Griffith,61,Nuwno Path,Marukkod,WV,83658,$9792.26,BLUE,07/02/1980
1613,Viola,Robinson,47,Cowvi Extension,Riwbuwgiw,DE,27300,$7334.02,YELLOW,06/24/1997
1614,Adam,Medina,50,Luken Heights,Nobicow,GA,88474,$3852.66,GREEN,04/10/2066
1615,Lela,Reed,61,Lese Court,Lefafu,CO,05606,$2025.60,RED,08/03/1960
1616,Sam,Richards,23,Zarulu Center,Fuucepo,MA,71555,$6045.19,BLUE,06/23/1954
1617,Harry,Hudson,53,Kofa Lane,Mikevmi,MT,30147,$7380.53,YELLOW,03/18/1915
1618,Ricky,Hopkins,32,Vesom Loop,Hokvaal,ND,65465,$2973.21,BLUE,07/24/1933
1619,Ethan,Grant,62,Pufuc Court,Bihlogiz,TN,10311,$6378.46,BLUE,02/11/1950
1620,Birdie,Chandler,42,Pismom Turnpike,Esbuddi,IA,88833,$6905.13,GREEN,05/02/2015
1621,Shane,Powell,27,Belgif Lane,Orotatot,DC,46207,$7713.18,RED,09/28/1993
1622,Gerald,Hines,35,Cabsu Lane,Suddaic,NC,85366,$6255.27,GREEN,11/26/1998
1623,Hannah,Wright,21,Kecuta Circle,Enzawep,CO,86623,$5266.16,WHITE,08/18/1923
1624,Katie,Poole,53,Zepih River,Ruajpa,GA,29502,$6285.10,BLUE,06/29/2031
1625,Beatrice,Stewart,19,Roga Street,Bikeco,DC,20270,$7043.38,BLUE,04/22/2028
1626,Cynthia,Harmon,63,Kiar Square,Kuhozcak,MT,04590,$2342.37,BLUE,06/22/2061
1627,Adele,Lee,62,Nijeke Place,Comehuriw,OK,51261,$8132.36,RED,03/19/1945
1628,Agnes,Douglas,34,Reajo Loop,Todafogu,SD,65379,$6930.55,YELLOW,03/24/2047
1629,Jane,Burgess,32,Zava Key,Ubdaewu,NM,41896,$2660.06,WHITE,08/24/1981
1630,Jason,Ellis,49,Tulos Boulevard,Rahpibod,FL,11528,$7884.30,WHITE,05/01/1992
1631,Claudia,Harris,56,Reswu Avenue,Tipokgi,MT,63141,$1925.74,WHITE,09/05/2000
1632,Lawrence,Osborne,32,Sabin Junction,Zizohboc,IA,92305,$8750.49,BLUE,10/05/2022
1633,Willie,Robbins,45,Miku Drive,Roivoveg,OR,61904,$1264.50,RED,11/09/1998
1634,Bertie,Hammond,48,Kahpew Grove,Fujpolwof,MI,21137,$48.19,YELLOW,02/18/1913
1635,Jeremiah,Johnson,24,Fama Parkway,Hapmituj,DC,82314,$1496.63,GREEN,12/04/1910
1636,Annie,Walker,59,Bohi Key,Bosjeuve,NC,64612,$7069.47,RED,02/12/1966
1637,Jimmy,Brown,44,Rogi Court,Akusomid,MI,82052,$7451.15,YELLOW,01/16/1905
1638,Myrtie,Reid,21,Gapaf River,Ifelaanu,VA,15554,$7279.28,BLUE,04/11/1910
1639,Sophie,Santos,55,Buka Highway,Opcuzub,KY,69342,$1023.15,GREEN,04/20/1911
1640,Adeline,Holt,21,Hemud Street,Sopubideb,IA,37768,$6579.23,RED,11/03/1959
1641,Fred,Byrd,41,Catil Street,Tocedo,NC,22792,$9142.26,YELLOW,11/07/2018
1642,Gene,Thompson,54,Cenod Center,Uszagew,WI,74934,$7507.80,BLUE,03/18/2062
1643,Cameron,Powell,62,Lebnev View,Ebjojel,IA,19186,$1876.48,RED,11/23/1913
1644,Lelia,Barnes,46,Luife Court,Vawkubus,NC,85428,$3140.28,RED,11/23/1933
1645,Rosie,Gordon,44,Gifdis Terrace,Nekedgo,OK,68688,$1114.58,WHITE,05/09/2063
1646,Carlos,Strickland,27,Ombot Street,Witinen,GA,82979,$4835.76,BLUE,03/22/1951
1647,Gussie,Holland,19,Lufso Key,Wofeccej,GA,76422,$69.08,YELLOW,09/15/1982
1648,Sophie,Rodriguez,41,Ojana Point,Fespoddov,CO,85388,$8131.53,WHITE,01/02/2058
1649,Ian,Ward,28,Irij Manor,Giborfip,NH,82380,$4444.89,GREEN,08/22/1904
1650,Stella,Brewer,41,Razwe Ridge,Olazualo,UT,47773,$9202.65,WHITE,09/14/1941
1651,Eric,Massey,44,Kama Court,Wimukug,OR,82420,$3090.98,RED,06/20/2006
1652,Emma,Simon,35,Owisac Extension,Uhupoti,HI,60112,$1509.18,RED,06/18/2033
1653,Martha,Stevenson,61,Sohec Mill,Putzicag,MA,27746,$5277.55,RED,09/02/2030
1654,Elizabeth,Curry,63,Jijli Square,Wujrohu,GA,33258,$2565.88,WHITE,03/25/1925
1655,Hester,Jackson,51,Irhof Glen,Tuvikhot,OR,02603,$6302.26,YELLOW,07/28/2030
1656,Bertie,Wright,55,Vufpe Pass,Kamugil,MO,90411,$4115.11,WHITE,11/09/1974
1657,Hulda,Reese,55,Vuhpa Path,Caozav,MD,66646,$5065.94,YELLOW,04/11/1989
1658,Effie,Robertson,55,Temta Grove,Sasekri,SC,17361,$8420.64,WHITE,09/14/1941
1659,Jimmy,Flowers,20,Borjo Heights,Ukvamo,NC,86819,$9952.02,WHITE,04/23/1954
1660,Rosa,Watts,48,Gigmej Turnpike,Kuhdophom,PA,21806,$8266.80,RED,03/29/2007
1661,Dora,Alvarez,59,Fivad Circle,Ewocezuti,PA,03996,$3854.64,RED,05/28/1997
1662,Minerva,Lopez,61,Kuwco Mill,Geomooh,MN,42673,$621.28,GREEN,09/18/1952
1663,Barbara,Keller,44,Baddil Manor,Pohnavalo,IA,05607,$5696.52,RED,04/01/2034
1664,Gussie,Kennedy,32,Woltit Mill,Vuhliumi,KS,11099,$9627.50,BLUE,07/15/2053
1665,Leroy,Rivera,48,Suop Terrace,Zenekuilo,OH,62014,$6011.98,RED,12/25/2024
1666,Harry,Drake,20,Ticu Road,Cofopug,VT,89901,$11.25,BLUE,07/15/2053
1667,Ronald,Baker,35,Faol Highway,Dicgacton,NC,72946,$5857.82,BLUE,02/19/1916
1668,Ian,Thornton,63,Jabra Mill,Gubano,NY,65558,$4366.90,BLUE,06/18/2040
1669,Kenneth,Gregory,40,Tazboh Road,Viozhun,VA,81119,$7147.23,BLUE,05/20/1912
1670,Arthur,Martinez,55,Fawic Extension,Lezijbus,MA,32115,$1912.64,GREEN,08/06/1909
1671,Eula,Hardy,44,Titec Lane,Femowam,OH,62413,$5497.37,GREEN,09/24/2027
1672,Nettie,Potter,58,Zuzin Key,Hawpopce,SC,24826,$9787.05,YELLOW,08/10/1993
1673,Marian,Wood,40,Ezoz Highway,Nehebaj,ME,28615,$8330.98,GREEN,03/23/1924
1674,Franklin,Schultz,64,Jekaw Pike,Ekhofit,KY,64851,$8863.62,WHITE,05/22/1925
1675,Owen,Cook,37,Abasa Court,Giujili,MD,34291,$7168.45,WHITE,10/05/1943
1676,Janie,Long,54,Wiosu River,Ifotakfu,VT,97526,$3414.26,GREEN,07/25/1946
1677,Landon,Morton,65,Zage Ridge,Foohuce,WV,36255,$7704.94,RED,07/19/1901
1678,Noah,Martinez,40,Finifa Manor,Torjasha,ME,46918,$9018.07,YELLOW,10/01/2030
1679,Edgar,Webster,40,Rothi Loop,Urnopdu,ME,71310,$2764.50,RED,01/18/1965
1680,Lester,Lamb,36,Camaj View,Saliema,FL,27943,$872.45,RED,05/12/2048
1681,Martha,Hubbard,33,Rurva Court,Mawubam,AK,72692,$1100.94,WHITE,04/03/1906
1682,Nathaniel,Padilla,21,Tefin Place,Mutvutcu,KS,45735,$1755.96,RED,11/25/1909
1683,Alma,Marshall,61,Zazfem Lane,Tectefwe,SD,80262,$2664.11,WHITE,11/01/2013
1684,Eugene,Montgomery,30,Hirkej Drive,Kiehuri,AR,02510,$9927.69,GREEN,09/19/2045
1685,Katie,French,21,Zaza Square,Esaikines,MI,29309,$3425.22,BLUE,02/10/1936
1686,Rebecca,Moran,44,Uzeso Trail,Hogechu,DE,78959,$4768.63,BLUE,03/05/1908
1687,Lela,George,48,Jurulu Circle,Fizerab,NY,81221,$6334.53,YELLOW,09/07/2036
1688,Gene,Abbott,23,Iduboc Drive,Ulusicu,VT,13987,$6794.43,RED,05/12/1949
1689,William,Pena,26,Tefo Pass,Rupataf,ID,68768,$3957.67,BLUE,12/19/1966
1690,Jose,Owens,41,Femise Heights,Jendafimi,OK,11772,$7333.10,WHITE,06/13/1963
1691,Caroline,Reeves,49,Bowja Avenue,Kodmiru,VT,07812,$6391.66,BLUE,01/25/2050
1692,Albert,Andrews,54,Notub Pass,Bogjeju,IN,84846,$9381.19,BLUE,05/19/1944
1693,Theodore,Berry,47,Fuwop Avenue,Cehejugor,NC,36943,$1063.86,WHITE,03/27/1940
1694,Winnie,Nelson,62,Mazin Center,Siwcusu,RI,67596,$6074.98,GREEN,09/01/2021
1695,Willie,Casey,53,Ojirod Plaza,Kujaipi,NH,95743,$6157.59,RED,06/01/1968
1696,Minerva,Salazar,56,Mijo Loop,Fukorev,AZ,00837,$254.18,YELLOW,05/27/1918
1697,Lida,Wilkerson,49,Zuhis View,Sougton,SD,32614,$6096.78,GREEN,04/13/2015
1698,Augusta,Johnston,37,Imapog Pike,Etafawha,WY,72759,$4471.17,YELLOW,11/02/1944
1699,Wayne,Sandoval,32,Culi Way,Elmeam,CO,63659,$4102.61,GREEN,02/07/1905
1700,Glenn,Powell,54,Nelku Trail,Iwbige,TN,11702,$2342.51,RED,06/23/2034
1701,Ethel,Lee,49,Jemta Ridge,Sejahju,TN,11409,$2558.90,GREEN,10/28/2005
1702,Jeffery,Keller,18,Ipuhim Path,Cujkugjo,CT,50467,$8026.60,WHITE,01/31/2059
1703,Jorge,Jennings,20,Limha Path,Winkupu,MT,51705,$6516.49,WHITE,03/19/1959
1704,Minerva,Ortega,30,Tocji Avenue,Unucuwud,NV,32968,$4245.08,WHITE,03/06/1942
1705,Alma,Dawson,31,Neliz Avenue,Vaeveref,NJ,69420,$9385.72,WHITE,02/05/1977
1706,Sally,Barker,21,Zohpiv Way,Ijisubovi,NE,53131,$4008.53,RED,02/11/1906
1707,Abbie,Henderson,18,Kirdo Highway,Muujaidu,NE,16991,$1407.60,RED,11/18/1900
1708,Sue,Kelley,24,Nahu Pike,Jubmonuge,ID,18084,$2202.34,YELLOW,05/16/1924
1709,Millie,Sanchez,52,Vici Pass,Najnaune,RI,86998,$7219.70,WHITE,07/15/1979
1710,Joseph,Reynolds,46,Getpok Plaza,Azzaphak,MA,49376,$6200.69,GREEN,12/03/2047
1711,Sadie,Moore,65,Anjot Manor,Erebuit,MD,16367,$5621.00,WHITE,08/23/1942
1712,Lettie,Weaver,59,Ciose Highway,Tajidej,LA,35158,$5999.81,WHITE,07/22/1983
1713,Joseph,Owen,50,Jugevu Parkway,Pudmehub,RI,92435,$2841.27,BLUE,05/24/1948
1714,Jeremy,Romero,52,Muffa Drive,Olekesnep,MD,15233,$8942.52,WHITE,05/19/2063
1715,Dustin,Young,41,Jejgak Junction,Wahtaked,SC,71941,$205.11,YELLOW,09/16/1971
1716,Douglas,Colon,52,Juna Turnpike,Jaoduko,ME,34533,$1707.04,RED,12/05/1923
1717,Verna,Ellis,61,Desmis Way,Odiseh,NM,55388,$4616.17,BLUE,07/10/1952
1718,Bessie,Vasquez,36,Musa Key,Uhimeduc,WI,09138,$2290.92,WHITE,09/10/2047
1719,Tillie,Morrison,35,Sawovi Circle,Toofuva,NY,80256,$5016.92,BLUE,07/08/2040
1720,Stephen,Williams,29,Ozewig Heights,Uwisofu,ND,86703,$5118.30,RED,11/09/2001
1721,Cameron,Love,34,Okemo Manor,Watobowih,AZ,22421,$8753.59,YELLOW,02/19/1948
1722,Luella,Wallace,57,Jaugi Court,Tihluwru,IL,25853,$1156.98,BLUE,10/05/2053
1723,Ollie,Morrison,20,Acoh Lane,Bevukjaw,MS,16513,$2443.85,YELLOW,12/30/2012
1724,Olivia,Stephens,31,Bugoz Road,Musedlef,OK,77905,$7784.92,YELLOW,02/17/1990
1725,Anthony,Guzman,43,Mavla Key,Jijizu,CA,67367,$5999.86,GREEN,05/11/2047
1726,Virgie,Murray,39,Fojuv Extension,Gijpetat,MT,47431,$9799.80,WHITE,02/10/1979
1727,Craig,Doyle,31,Notduh Drive,Zesdejbop,IL,45056,$9890.48,BLUE,09/19/2037
1728,Jay,Mack,38,Ofoaz Park,Ziczaoc,VT,70753,$9812.47,WHITE,07/17/1957
1729,Florence,Sparks,54,Ajih Place,Bewnenan,MS,59056,$3576.04,RED,06/25/2047
1730,Bettie,Powell,25,Otju River,Vokaspa,IL,36603,$6161.49,BLUE,05/02/1996
1731,Francisco,Ingram,22,Pibes Plaza,Sabatul,TN,12403,$554.87,RED,12/23/1915
1732,Ricky,Wagner,63,Bewefa Park,Takoal,SD,60579,$3829.01,RED,04/25/1945
1733,Phillip,Park,44,Pupip Court,Padtakufa,FL,48701,$7268.81,YELLOW,12/09/2011
1734,Miguel,White,23,Owluc Grove,Isuhpov,NM,85331,$1944.18,RED,08/17/1957
1735,Cornelia,Rice,65,Nueg Loop,Difokif,MS,55213,$8385.43,RED,07/31/2001
1736,Iva,Doyle,43,Papej Trail,Ewibohko,ND,16980,$6265.46,RED,07/08/1930
1737,Micheal,Webster,51,Luwore Manor,Inogosak,TX,04819,$1048.06,YELLOW,10/04/2061
1738,Nelle,Palmer,29,Iftoz Circle,Cawjobe,WI,04338,$546.87,RED,12/28/1962
1739,Curtis,Porter,19,Pihih Circle,Feukaro,WY,57176,$1443.84,GREEN,04/20/1927
1740,Elva,Potter,65,Cuhka Boulevard,Ivimuvnu,CA,77801,$6406.03,RED,01/19/2046
1741,Alvin,Nichols,34,Unasi Mill,Dupubag,WA,30740,$5634.40,GREEN,08/22/2009
1742,Gerald,Sutton,61,Fene Parkway,Mipsopom,MN,78807,$9517.04,BLUE,05/09/1921
1743,Francis,Castro,65,Jikbu Avenue,Dozendid,AL,43202,$1943.92,YELLOW,08/27/2059
1744,Sophia,Adkins,18,Viwzum Court,Vivizri,WA,41177,$2384.25,GREEN,08/05/1947
1745,Marion,Bowen,26,Kuuba Avenue,Ildomdoc,OR,94302,$7102.49,WHITE,09/28/1993
1746,Winifred,McBride,52,Sejfi Ridge,Lirewobu,ID,14179,$2134.04,BLUE,06/03/1900
1747,Amanda,Vasquez,60,Rucmip Parkway,Jaltegico,AZ,58737,$4497.66,YELLOW,05/21/1938
1748,Eliza,Robbins,31,Funga Pass,Tuvouzi,NH,43702,$5208.71,GREEN,03/31/1997
1749,Della,May,43,Nadum Plaza,Bakitaha,WY,48349,$5063.19,BLUE,04/26/1968
1750,Justin,Brock,57,Sibu Pass,Rabige,NC,47196,$2918.78,GREEN,07/10/2008
1751,Birdie,Pena,47,Mikihe Avenue,Cewlodab,KS,34884,$284.55,BLUE,01/24/1954
1752,Aiden,Vega,26,Siku Lane,Gordirso,HI,21888,$8306.84,WHITE,07/30/1963
1753,Shawn,Carson,28,Buduw Turnpike,Nobrejo,WV,46757,$6511.59,YELLOW,09/15/2067
1754,Mario,Newton,54,Coki River,Rejmusdol,ME,42090,$6695.12,YELLOW,09/04/2069
1755,Jennie,Newman,58,Goec Plaza,Cavofuaja,MS,52339,$5290.70,RED,05/28/2070
1756,Corey,Blake,42,Uzulu Lane,Lojhidug,MI,23157,$6350.98,GREEN,09/07/2042
1757,Delia,Chandler,60,Cisjip Glen,Ofujoap,OR,71047,$9318.88,GREEN,09/01/1976
1758,Miguel,Weaver,63,Tijuv Mill,Gotkerot,KS,87725,$7546.19,GREEN,02/11/1908
1759,Devin,Morris,63,Desi Drive,Dartiome,SC,67934,$9126.58,RED,07/27/1918
1760,William,Hoffman,24,Guwpi Junction,Lukcutic,OK,86379,$1422.03,RED,03/10/1940
1761,Fanny,Blake,39,Hesuz Pass,Bamurig,IL,74591,$9315.02,BLUE,06/02/1955
1762,Carlos,Hart,31,Raew River,Codawup,AL,54593,$9131.75,YELLOW,05/05/2040
1763,Adrian,Marsh,58,Iroma Place,Mesgojge,NH,94687,$8859.68,RED,06/02/2063
1764,Mamie,Yates,18,Didju Path,Bothoape,NM,91857,$3288.53,WHITE,03/02/2026
1765,Russell,Little,30,Nammo Square,Tebpedfu,IL,41113,$9889.76,RED,12/11/1975
1766,Edith,Wilson,64,Fipvis View,Gacrituk,FL,79142,$2727.54,WHITE,07/12/1939
1767,Claudia,Jenkins,42,Gutco Glen,Rizisu,AR,96480,$8475.28,RED,03/27/1951
1768,Sean,Dean,22,Joev Place,Sutout,CT,82229,$7508.22,GREEN,01/29/1954
1769,Carlos,Goodwin,52,Agiji Trail,Agreebu,SC,56384,$12.97,BLUE,02/10/1931
1770,Dora,Walton,27,Wavi Point,Uzoabhe,SC,12798,$7599.16,YELLOW,09/29/1945
1771,Pearl,Vasquez,29,Fibju Turnpike,Ebusuhsu,FL,82555,$2833.66,WHITE,03/11/1974
1772,Ola,Aguilar,30,Jijtoc Circle,Tugiki,TX,84014,$1511.51,WHITE,07/28/2042
1773,William,Robinson,52,Foti Pike,Vutwicpe,NV,67041,$8630.88,GREEN,06/25/2043
1774,Manuel,Luna,53,Guni Square,Curwelafu,CA,96520,$8750.51,RED,12/23/1913
1775,Adam,Roberts,36,Gostu Park,Biwgorra,RI,21219,$3526.69,YELLOW,03/11/2047
1776,Maria,Terry,18,Kezabi Point,Cimduud,NY,13925,$9531.49,GREEN,09/24/1984
1777,Ronnie,Gilbert,52,Tete Loop,Zobpiazu,CT,74204,$1500.89,BLUE,05/09/2060
1778,Sophia,Torres,54,Izve Avenue,Beldozlaf,DE,55274,$8262.85,BLUE,04/07/1913
1779,Kyle,Obrien,65,Difro Boulevard,Sisedpun,OK,40415,$9673.29,BLUE,09/23/1963
1780,Tony,Lyons,55,Cuhsik Terrace,Owsowog,ND,64666,$9359.85,YELLOW,06/07/2007
1781,Scott,Greene,31,Wurno Pass,Risetita,WA,44279,$5374.86,YELLOW,06/26/2049
1782,Harriet,Campbell,31,Akdov Ridge,Lavorno,UT,46913,$4381.62,WHITE,10/26/1991
1783,Esther,Hill,64,Feja Extension,Roccigaci,KS,95636,$2688.45,BLUE,12/03/1958
1784,Jane,Owens,40,Gelum Extension,Jeahium,IA,71192,$1395.04,WHITE,11/22/1979
1785,Jennie,Jimenez,25,Russut River,Giubowi,NV,54354,$1248.12,WHITE,05/18/2059
1786,Isabelle,Harris,44,Biret Parkway,Fibganmud,OH,14661,$6106.66,GREEN,01/15/1976
1787,Ricky,Underwood,40,Ozehu Junction,Jetaksaz,AL,65142,$5450.26,RED,02/04/1912
1788,Antonio,McBride,33,Efieno Center,Ruhinat,DC,07856,$9996.51,GREEN,07/25/2026
1789,Maud,Phelps,18,Jukic Street,Zitaga,CT,70539,$2793.30,YELLOW,07/20/2043
1790,Angel,Moore,45,Jevo Point,Pujiepa,WI,60791,$1942.22,GREEN,03/08/1934
1791,Bertha,Schwartz,41,Japaz Terrace,Vohkesit,TN,81676,$6273.67,RED,04/10/2056
1792,Robert,Patrick,47,Umejej Grove,Zarumov,DE,63859,$1841.92,WHITE,07/31/1912
1793,Alma,Carter,54,Sowco Street,Usosesip,MS,32718,$6657.11,WHITE,06/28/2053
1794,Della,Curry,46,Feak River,Secbajo,CO,42071,$8133.86,BLUE,06/14/1958
1795,Eula,Parsons,32,Cahag Avenue,Samdane,KY,49798,$9605.64,GREEN,04/22/2040
1796,Luis,Daniels,31,Lehrep Road,Ebovemu,MS,49773,$1606.04,GREEN,01/03/2002
1797,Estelle,Mendez,42,Derdin Plaza,Vakpajmu,ND,51955,$1995.88,WHITE,05/20/1913
1798,Bettie,Jones,57,Vadis Point,Kurinuawe,NJ,52984,$7901.09,YELLOW,08/27/2028
1799,Alfred,Nash,22,Higva Highway,Luzinauc,DE,41240,$2721.23,GREEN,07/28/1936
1800,Jimmy,Neal,38,Kegmal Heights,Ludnenluj,AL,55283,$825.28,YELLOW,09/12/1972
1801,Glenn,McKinney,56,Atado Key,Wejlucgo,NY,80734,$4728.56,GREEN,02/11/1925
1802,Clarence,Bass,38,Teze Manor,Mecacap,WI,80200,$5038.40,YELLOW,11/25/2023
1803,Mollie,Benson,54,Zubor Street,Vibjapu,WI,60666,$8919.19,WHITE,06/29/1989
1804,Virgie,Dunn,56,Paphek Circle,Nufnirhod,NV,60679,$7699.32,YELLOW,06/16/2049
1805,Belle,Cohen,42,Rircus Ridge,Jivnuzep,ND,25864,$1521.14,YELLOW,05/05/2000
1806,Myrtie,Collier,48,Ekile Place,Galekpub,ID,80768,$1330.24,YELLOW,04/08/2022
1807,Rodney,Quinn,35,Zodfe Circle,Kagkimut,OR,31966,$2401.65,BLUE,02/11/1977
1808,Ann,Parker,32,Gufa Circle,Hegovju,AR,62050,$637.21,WHITE,03/20/2045
